,0
2998,2
2999,2
3000,3
3001,1
3002,3
3003,3
3004,1
3005,1
3006,3
3007,2
3008,1
3009,1
3010,3
3011,3
3012,0
3013,0
3014,3
3015,0
3016,1
3017,2
3018,3
3019,0
3020,1
3021,0
3022,3
3023,2
3024,3
3025,2
3026,0
3027,2
3028,2
3029,0
3030,0
3031,0
3032,0
3033,0
3034,2
3035,3
3036,2
3037,3
3038,0
3039,0
3040,0
3041,3
3042,1
3043,1
3044,3
3045,3
3046,3
3047,0
3048,2
3049,2
3050,2
3051,0
3052,0
3053,2
3054,2
3055,2
3056,1
3057,1
3058,2
3059,1
3060,0
3061,0
3062,3
3063,0
3064,2
3065,0
3066,1
3067,3
3068,3
3069,0
3070,1
3071,1
3072,3
3073,1
3074,2
3075,3
3076,3
3077,2
3078,0
3079,2
3080,2
3081,0
3082,2
3083,0
3084,3
3085,3
3086,2
3087,0
3088,3
3089,0
3090,0
3091,3
3092,0
3093,0
3094,0
3095,1
3096,0
3097,0
3098,2
3099,1
3100,2
3101,0
3102,2
3103,1
3104,1
3105,1
3106,1
3107,1
3108,3
3109,2
3110,3
3111,0
3112,2
3113,2
3114,3
3115,0
3116,1
3117,3
3118,3
3119,2
3120,2
3121,1
3122,2
3123,1
3124,1
3125,0
3126,3
3127,1
3128,2
3129,0
3130,3
3131,3
3132,2
3133,3
3134,3
3135,1
3136,2
3137,0
3138,3
3139,1
3140,0
3141,3
3142,1
3143,3
3144,0
3145,3
3146,1
3147,2
3148,3
3149,2
3150,3
3151,3
3152,1
3153,2
3154,0
3155,2
3156,3
3157,0
3158,1
3159,0
3160,2
3161,3
3162,3
3163,2
3164,1
3165,0
3166,3
3167,3
3168,3
3169,0
3170,0
3171,1
3172,3
3173,0
3174,3
3175,0
3176,1
3177,0
3178,3
3179,1
3180,0
3181,3
3182,1
3183,3
3184,0
3185,2
3186,0
3187,2
3188,1
3189,3
3190,1
3191,3
3192,3
3193,0
3194,0
3195,2
3196,1
3197,2
3198,1
3199,3
3200,1
3201,3
3202,0
3203,2
3204,1
3205,0
3206,1
3207,1
3208,1
3209,1
3210,3
3211,2
3212,3
3213,1
3214,3
3215,1
3216,3
3217,0
3218,1
3219,2
3220,0
3221,0
3222,3
3223,3
3224,1
3225,2
3226,0
3227,0
3228,0
3229,0
3230,2
3231,0
3232,2
3233,0
3234,1
3235,2
3236,2
3237,0
3238,1
3239,1
3240,2
3241,3
3242,2
3243,0
3244,0
3245,2
3246,2
3247,2
3248,3
3249,1
3250,0
3251,1
3252,3
3253,0
3254,2
3255,3
3256,3
3257,1
3258,1
3259,2
3260,0
3261,3
3262,3
3263,3
3264,0
3265,1
3266,3
3267,1
3268,0
3269,0
3270,2
3271,2
3272,0
3273,2
3274,2
3275,2
3276,3
3277,2
3278,2
3279,1
3280,1
3281,3
3282,3
3283,3
3284,2
3285,3
3286,1
3287,0
3288,1
3289,0
3290,1
3291,0
3292,0
3293,1
3294,0
3295,0
3296,0
3297,3
3298,0
3299,1
3300,1
3301,0
3302,1
3303,3
3304,1
3305,3
3306,1
3307,1
3308,2
3309,0
3310,1
3311,3
3312,3
3313,2
3314,2
3315,2
3316,3
3317,0
3318,0
3319,3
3320,1
3321,2
3322,3
3323,1
3324,0
3325,0
3326,3
3327,3
3328,2
3329,1
3330,3
3331,2
3332,2
3333,3
3334,1
3335,3
3336,1
3337,3
3338,1
3339,0
3340,0
3341,1
3342,1
3343,0
3344,1
3345,0
3346,3
3347,2
3348,1
3349,3
3350,3
3351,3
3352,3
3353,3
3354,2
3355,3
3356,0
3357,1
3358,3
3359,1
3360,0
3361,1
3362,0
3363,0
3364,3
3365,0
3366,0
3367,0
3368,0
3369,3
3370,0
3371,0
3372,1
3373,2
3374,2
3375,0
3376,3
3377,3
3378,3
3379,1
3380,2
3381,0
3382,1
3383,1
3384,2
3385,2
3386,0
3387,1
3388,3
3389,1
3390,0
3391,0
3392,1
3393,3
3394,1
3395,3
3396,2
3397,2
3398,1
3399,3
3400,1
3401,3
3402,3
3403,2
3404,2
3405,0
3406,2
3407,3
3408,2
3409,1
3410,1
3411,2
3412,1
3413,2
3414,2
3415,0
3416,0
3417,1
3418,0
3419,2
3420,0
3421,1
3422,0
3423,0
3424,0
3425,3
3426,0
3427,3
3428,1
3429,0
3430,3
3431,2
3432,2
3433,0
3434,3
3435,3
3436,2
3437,2
3438,1
3439,0
3440,2
3441,0
3442,0
3443,1
3444,3
3445,3
3446,2
3447,2
3448,1
3449,3
3450,3
3451,0
3452,2
3453,2
3454,0
3455,2
3456,3
3457,2
3458,0
3459,2
3460,1
3461,2
3462,1
3463,0
3464,0
3465,0
3466,1
3467,3
3468,3
3469,0
3470,0
3471,2
3472,3
3473,0
3474,2
3475,2
3476,2
3477,0
3478,1
3479,2
3480,0
3481,3
3482,2
3483,3
3484,0
3485,1
3486,1
3487,3
3488,2
3489,0
3490,3
3491,0
3492,3
3493,1
3494,3
3495,2
3496,1
3497,0
3498,0
3499,0
3500,0
3501,1
3502,0
3503,1
3504,3
3505,0
3506,3
3507,0
3508,0
3509,2
3510,3
3511,0
3512,3
3513,3
3514,2
3515,0
3516,0
3517,2
3518,3
3519,2
3520,2
3521,0
3522,0
3523,3
3524,1
3525,2
3526,1
3527,2
3528,3
3529,0
3530,3
3531,0
3532,0
3533,2
3534,0
3535,0
3536,1
3537,2
3538,1
3539,0
3540,3
3541,2
3542,3
3543,3
3544,1
3545,2
3546,2
3547,0
3548,0
3549,2
3550,0
3551,2
3552,2
3553,0
3554,3
3555,3
3556,3
3557,0
3558,1
3559,3
3560,2
3561,2
3562,3
3563,3
3564,2
3565,1
3566,0
3567,1
3568,2
3569,0
3570,1
3571,2
3572,0
3573,3
3574,1
3575,3
3576,1
3577,1
3578,3
3579,3
3580,2
3581,0
3582,3
3583,0
3584,0
3585,2
3586,1
3587,0
3588,3
3589,1
3590,2
3591,1
3592,3
3593,1
3594,3
3595,3
3596,0
3597,3
3598,0
3599,3
3600,3
3601,2
3602,2
3603,3
3604,2
3605,1
3606,1
3607,1
3608,0
3609,2
3610,0
3611,2
3612,2
3613,0
3614,1
3615,3
3616,0
3617,2
3618,3
3619,2
3620,2
3621,2
3622,0
3623,1
3624,0
3625,2
3626,0
3627,0
3628,2
3629,3
3630,1
3631,0
3632,3
3633,2
3634,3
3635,1
3636,1
3637,3
3638,3
3639,2
3640,2
3641,2
3642,2
3643,3
3644,0
3645,0
3646,0
3647,1
3648,0
3649,2
3650,0
3651,0
3652,2
3653,2
3654,1
3655,1
3656,3
3657,0
3658,0
3659,0
3660,3
3661,3
3662,1
3663,0
3664,2
3665,3
3666,0
3667,3
3668,2
3669,2
3670,2
3671,3
3672,0
3673,0
3674,0
3675,2
3676,2
3677,0
3678,3
3679,0
3680,1
3681,3
3682,3
3683,1
3684,0
3685,1
3686,3
3687,3
3688,1
3689,3
3690,2
3691,2
3692,0
3693,3
3694,3
3695,3
3696,1
3697,1
3698,0
3699,0
3700,2
3701,2
3702,0
3703,3
3704,2
3705,1
3706,3
3707,3
3708,0
3709,1
3710,3
3711,1
3712,0
3713,2
3714,3
3715,1
3716,0
3717,1
3718,3
3719,2
3720,0
3721,1
3722,3
3723,0
3724,0
3725,3
3726,2
3727,3
3728,2
3729,0
3730,3
3731,3
3732,3
3733,2
3734,2
3735,1
3736,2
3737,2
3738,2
3739,3
3740,1
3741,3
3742,3
3743,3
3744,3
3745,0
3746,0
3747,1
3748,1
3749,0
3750,1
3751,0
3752,1
3753,3
3754,2
3755,0
3756,3
3757,2
3758,1
3759,2
3760,3
3761,1
3762,0
3763,3
3764,3
3765,3
3766,0
3767,0
3768,0
3769,2
3770,3
3771,1
3772,0
3773,0
3774,3
3775,1
3776,0
3777,0
3778,2
3779,2
3780,1
3781,2
3782,2
3783,0
3784,1
3785,1
3786,2
3787,2
3788,3
3789,0
3790,0
3791,3
3792,1
3793,2
3794,0
3795,0
3796,0
3797,3
3798,0
3799,3
3800,3
3801,3
3802,3
3803,0
3804,3
3805,3
3806,0
3807,3
3808,3
3809,3
3810,2
3811,0
3812,2
3813,3
3814,1
3815,3
3816,2
3817,2
3818,3
3819,1
3820,3
3821,3
3822,1
3823,2
3824,3
3825,0
3826,0
3827,0
3828,3
3829,2
3830,1
3831,3
3832,0
3833,2
3834,2
3835,2
3836,0
3837,2
3838,0
3839,1
3840,2
3841,2
3842,3
3843,1
3844,3
3845,3
3846,0
3847,0
3848,2
3849,0
3850,1
3851,2
3852,2
3853,0
3854,1
3855,3
3856,1
3857,2
3858,0
3859,0
3860,0
3861,0
3862,3
3863,2
3864,1
3865,3
3866,3
3867,2
3868,3
3869,0
3870,0
3871,1
3872,1
3873,1
3874,0
3875,0
3876,2
3877,2
3878,2
3879,3
3880,3
3881,1
3882,0
3883,0
3884,1
3885,1
3886,3
3887,1
3888,3
3889,1
3890,0
3891,2
3892,0
3893,0
3894,0
3895,0
3896,0
3897,3
3898,3
3899,2
3900,3
3901,0
3902,2
3903,0
3904,0
3905,1
3906,1
3907,1
3908,3
3909,0
3910,1
3911,0
3912,0
3913,2
3914,3
3915,3
3916,0
3917,3
3918,0
3919,2
3920,0
3921,3
3922,2
3923,0
3924,0
3925,0
3926,0
3927,0
3928,1
3929,3
3930,0
3931,3
3932,2
3933,0
3934,1
3935,2
3936,0
3937,1
3938,0
3939,3
3940,0
3941,1
3942,2
3943,1
3944,2
3945,0
3946,1
3947,3
3948,3
3949,2
3950,1
3951,3
3952,3
3953,1
3954,0
3955,2
3956,1
3957,0
3958,3
3959,2
3960,3
3961,1
3962,1
3963,3
3964,2
3965,1
3966,2
3967,2
3968,3
3969,1
3970,3
3971,1
3972,2
3973,0
3974,1
3975,0
3976,3
3977,0
3978,0
3979,0
3980,1
3981,2
3982,1
3983,2
3984,1
3985,0
3986,2
3987,3
3988,0
3989,1
3990,0
3991,3
3992,3
3993,0
3994,0
3995,0
3996,2
3997,3
3998,1
3999,2
4000,0
4001,1
4002,3
4003,0
4004,0
4005,2
4006,0
4007,2
4008,3
4009,1
4010,1
4011,2
4012,0
4013,0
4014,2
4015,3
4016,2
4017,3
4018,2
4019,2
4020,0
4021,0
4022,3
4023,3
4024,0
4025,3
4026,2
4027,1
4028,0
4029,0
4030,2
4031,0
4032,3
4033,0
4034,2
4035,3
4036,3
4037,1
4038,2
4039,1
4040,2
4041,3
4042,1
4043,0
4044,2
4045,3
4046,3
4047,0
4048,2
4049,3
4050,3
4051,1
4052,3
4053,1
4054,0
4055,3
4056,1
4057,3
4058,0
4059,1
4060,2
4061,0
4062,2
4063,2
4064,1
4065,2
4066,1
4067,3
4068,0
4069,0
4070,1
4071,0
4072,3
4073,2
4074,1
4075,2
4076,0
4077,3
4078,2
4079,2
4080,2
4081,1
4082,0
4083,0
4084,1
4085,3
4086,3
4087,0
4088,1
4089,1
4090,1
4091,1
4092,2
4093,3
4094,3
4095,3
4096,3
4097,0
4098,2
4099,2
4100,0
4101,1
4102,0
4103,3
4104,2
4105,2
4106,1
4107,1
4108,0
4109,1
4110,3
4111,1
4112,2
4113,0
4114,2
4115,2
4116,3
4117,0
4118,1
4119,1
4120,0
4121,0
4122,3
4123,2
4124,1
4125,3
4126,0
4127,2
4128,3
4129,0
4130,0
4131,2
4132,1
4133,0
4134,2
4135,1
4136,0
4137,3
4138,1
4139,2
4140,2
4141,1
4142,2
4143,0
4144,2
4145,3
4146,3
4147,2
4148,2
4149,0
4150,1
4151,2
4152,1
4153,1
4154,1
4155,0
4156,0
4157,2
4158,0
4159,0
4160,2
4161,0
4162,3
4163,1
4164,0
4165,2
4166,0
4167,2
4168,0
4169,0
4170,2
4171,1
4172,0
4173,1
4174,3
4175,0
4176,0
4177,3
4178,2
4179,3
4180,0
4181,2
4182,3
4183,3
4184,3
4185,2
4186,1
4187,3
4188,1
4189,2
4190,0
4191,0
4192,0
4193,3
4194,0
4195,1
4196,1
4197,0
4198,2
4199,3
4200,3
4201,0
4202,3
4203,2
4204,2
4205,2
4206,1
4207,2
4208,1
4209,3
4210,2
4211,3
4212,2
4213,1
4214,0
4215,3
4216,2
4217,3
4218,0
4219,3
4220,1
4221,0
4222,2
4223,2
4224,0
4225,2
4226,3
4227,2
4228,3
4229,0
4230,2
4231,3
4232,2
4233,2
4234,0
4235,1
4236,0
4237,2
4238,0
4239,2
4240,2
4241,3
4242,2
4243,3
4244,1
4245,0
4246,1
4247,3
4248,2
4249,0
4250,1
4251,1
4252,1
4253,3
4254,1
4255,1
4256,3
4257,0
4258,3
4259,1
4260,1
4261,2
4262,1
4263,0
4264,0
4265,0
4266,3
4267,0
4268,1
4269,1
4270,2
4271,0
4272,2
4273,1
4274,2
4275,1
4276,1
4277,0
4278,3
4279,2
4280,2
4281,1
4282,1
4283,1
4284,0
4285,3
4286,0
4287,3
4288,1
4289,2
4290,2
4291,3
4292,0
4293,1
4294,2
4295,2
4296,3
4297,2
4298,2
4299,1
4300,1
4301,3
4302,0
4303,3
4304,3
4305,2
4306,2
4307,2
4308,3
4309,1
4310,3
4311,0
4312,1
4313,1
4314,3
4315,1
4316,2
4317,3
4318,0
4319,2
4320,0
4321,1
4322,0
4323,1
4324,3
4325,2
4326,2
4327,2
4328,1
4329,0
4330,3
4331,2
4332,2
4333,0
4334,0
4335,3
4336,3
4337,0
4338,3
4339,0
4340,1
4341,2
4342,0
4343,2
4344,0
4345,3
4346,3
4347,2
4348,2
4349,2
4350,2
4351,1
4352,2
4353,2
4354,0
4355,2
4356,2
4357,1
4358,0
4359,1
4360,3
4361,2
4362,0
4363,1
4364,0
4365,2
4366,2
4367,1
4368,2
4369,0
4370,2
4371,3
4372,1
4373,1
4374,1
4375,0
4376,3
4377,2
4378,1
4379,2
4380,0
4381,2
4382,3
4383,1
4384,0
4385,2
4386,0
4387,1
4388,1
4389,2
4390,3
4391,3
4392,0
4393,0
4394,3
4395,3
4396,1
4397,0
4398,0
4399,2
4400,3
4401,3
4402,3
4403,0
4404,2
4405,0
4406,3
4407,1
4408,1
4409,2
4410,0
4411,3
4412,3
4413,0
4414,3
4415,3
4416,2
4417,0
4418,2
4419,0
4420,2
4421,0
4422,0
4423,2
4424,3
4425,2
4426,2
4427,3
4428,2
4429,2
4430,3
4431,2
4432,2
4433,1
4434,3
4435,3
4436,0
4437,0
4438,1
4439,0
4440,2
4441,2
4442,1
4443,3
4444,0
4445,2
4446,2
4447,3
4448,2
4449,3
4450,0
4451,2
4452,0
4453,2
4454,0
4455,3
4456,1
4457,2
4458,2
4459,0
4460,0
4461,3
4462,0
4463,2
4464,3
4465,2
4466,0
4467,0
4468,3
4469,3
4470,1
4471,2
4472,1
4473,0
4474,3
4475,1
4476,0
4477,0
4478,1
4479,0
4480,0
4481,0
4482,0
4483,3
4484,1
4485,1
4486,0
4487,2
4488,3
4489,3
4490,2
4491,3
4492,3
4493,0
4494,3
4495,0
4496,3
4497,0
4498,3
4499,3
4500,2
4501,0
4502,3
4503,0
4504,0
4505,3
4506,0
4507,3
4508,1
4509,1
4510,3
4511,2
4512,2
4513,2
4514,2
4515,3
4516,2
4517,3
4518,3
4519,0
4520,2
4521,3
4522,1
4523,3
4524,3
4525,0
4526,0
4527,0
4528,2
4529,1
4530,3
4531,0
4532,0
4533,3
4534,0
4535,3
4536,3
4537,0
4538,2
4539,0
4540,2
4541,0
4542,1
4543,0
4544,0
4545,2
4546,1
4547,2
4548,0
4549,2
4550,0
4551,3
4552,0
4553,2
4554,2
4555,2
4556,0
4557,0
4558,0
4559,1
4560,3
4561,0
4562,1
4563,3
4564,3
4565,3
4566,1
4567,1
4568,2
4569,0
4570,3
4571,3
4572,2
4573,2
4574,3
4575,2
4576,2
4577,0
4578,3
4579,0
4580,3
4581,3
4582,0
4583,3
4584,2
4585,3
4586,3
4587,2
4588,1
4589,3
4590,0
4591,2
4592,2
4593,2
4594,0
4595,2
4596,2
4597,3
4598,3
4599,0
4600,3
4601,2
4602,1
4603,2
4604,0
4605,2
4606,1
4607,0
4608,0
4609,1
4610,0
4611,3
4612,0
4613,3
4614,2
4615,2
4616,2
4617,3
4618,0
4619,2
4620,0
4621,3
4622,3
4623,3
4624,0
4625,1
4626,1
4627,1
4628,3
4629,2
4630,1
4631,0
4632,3
4633,3
4634,0
4635,2
4636,1
4637,0
4638,2
4639,2
4640,2
4641,1
4642,0
4643,0
4644,1
4645,3
4646,1
4647,3
4648,1
4649,2
4650,2
4651,0
4652,2
4653,2
4654,1
4655,3
4656,2
4657,3
4658,1
4659,0
4660,2
4661,2
4662,2
4663,2
4664,3
4665,0
4666,1
4667,1
4668,3
4669,0
4670,2
4671,0
4672,3
4673,0
4674,1
4675,3
4676,2
4677,0
4678,1
4679,2
4680,1
4681,3
4682,0
4683,2
4684,1
4685,2
4686,3
4687,1
4688,3
4689,2
4690,0
4691,3
4692,2
4693,1
4694,1
4695,3
4696,1
4697,2
4698,0
4699,2
4700,3
4701,3
4702,1
4703,1
4704,3
4705,0
4706,0
4707,3
4708,0
4709,0
4710,1
4711,2
4712,1
4713,2
4714,3
4715,0
4716,0
4717,3
4718,1
4719,0
4720,0
4721,2
4722,2
4723,0
4724,1
4725,0
4726,1
4727,1
4728,0
4729,2
4730,2
4731,0
4732,3
4733,0
4734,1
4735,1
4736,3
4737,3
4738,2
4739,3
4740,2
4741,0
4742,3
4743,0
4744,1
4745,0
4746,0
4747,2
4748,1
4749,1
4750,0
4751,3
4752,2
4753,2
4754,2
4755,1
4756,2
4757,3
4758,3
4759,3
4760,2
4761,2
4762,3
4763,3
4764,3
4765,0
4766,3
4767,0
4768,0
4769,3
4770,2
4771,3
4772,0
4773,0
4774,0
4775,1
4776,3
4777,0
4778,2
4779,0
4780,1
4781,0
4782,1
4783,0
4784,1
4785,2
4786,2
4787,3
4788,1
4789,1
4790,2
4791,2
4792,2
4793,1
4794,2
4795,2
4796,3
4797,2
4798,3
4799,2
4800,1
4801,2
4802,1
4803,2
4804,2
4805,1
4806,2
4807,2
4808,3
4809,0
4810,1
4811,0
4812,2
4813,3
4814,2
4815,3
4816,3
4817,0
4818,2
4819,0
4820,3
4821,3
4822,3
4823,0
4824,0
4825,3
4826,2
4827,1
4828,1
4829,1
4830,0
4831,2
4832,3
4833,1
4834,0
4835,1
4836,3
4837,0
4838,0
4839,2
4840,2
4841,2
4842,1
4843,2
4844,0
4845,2
4846,3
4847,3
4848,0
4849,3
4850,0
4851,2
4852,3
4853,1
4854,3
4855,2
4856,2
4857,0
4858,0
4859,2
4860,3
4861,3
4862,2
4863,0
4864,1
4865,2
4866,3
4867,3
4868,1
4869,0
4870,3
4871,0
4872,1
4873,2
4874,0
4875,3
4876,0
4877,2
4878,0
4879,0
4880,3
4881,0
4882,2
4883,0
4884,0
4885,2
4886,1
4887,0
4888,0
4889,2
4890,2
4891,3
4892,0
4893,0
4894,3
4895,3
4896,3
4897,3
4898,1
4899,3
4900,3
4901,2
4902,0
4903,1
4904,1
4905,1
4906,1
4907,2
4908,3
4909,0
4910,3
4911,0
4912,1
4913,0
4914,3
4915,3
4916,0
4917,1
4918,0
4919,2
4920,2
4921,3
4922,3
4923,2
4924,2
4925,0
4926,2
4927,3
4928,3
4929,3
4930,1
4931,0
4932,3
4933,2
4934,1
4935,3
4936,2
4937,1
4938,1
4939,3
4940,3
4941,3
4942,0
4943,3
4944,3
4945,1
4946,1
4947,0
4948,0
4949,3
4950,3
4951,3
4952,1
4953,2
4954,1
4955,3
4956,1
4957,0
4958,2
4959,3
4960,1
4961,0
4962,0
4963,3
4964,2
4965,3
4966,0
4967,2
4968,3
4969,0
4970,3
4971,1
4972,2
4973,3
4974,0
4975,2
4976,1
4977,2
4978,1
4979,0
4980,0
4981,2
4982,0
4983,3
4984,3
4985,0
4986,0
4987,0
4988,2
4989,3
4990,2
4991,1
4992,3
4993,3
4994,2
4995,2
4996,2
4997,3
4998,3
4999,1
5000,0
5001,0
5002,1
5003,2
5004,1
5005,2
5006,1
5007,3
5008,1
5009,2
5010,2
5011,2
5012,1
5013,2
5014,0
5015,3
5016,0
5017,2
5018,2
5019,1
5020,3
5021,1
5022,1
5023,2
5024,0
5025,0
5026,3
5027,3
5028,1
5029,0
5030,0
5031,2
5032,0
5033,1
5034,3
5035,1
5036,0
5037,1
5038,2
5039,3
5040,1
5041,0
5042,2
5043,2
5044,1
5045,1
5046,1
5047,3
5048,0
5049,1
5050,0
5051,1
5052,3
5053,0
5054,2
5055,1
5056,3
5057,2
5058,3
5059,3
5060,3
5061,2
5062,1
5063,1
5064,1
5065,2
5066,0
5067,2
5068,2
5069,0
5070,3
5071,0
5072,2
5073,1
5074,2
5075,1
5076,0
5077,2
5078,1
5079,1
5080,0
5081,0
5082,1
5083,3
5084,2
5085,1
5086,0
5087,2
5088,3
5089,1
5090,3
5091,0
5092,0
5093,3
5094,1
5095,2
5096,3
5097,3
5098,3
5099,1
5100,3
5101,0
5102,3
5103,0
5104,0
5105,0
5106,2
5107,2
5108,2
5109,0
5110,3
5111,3
5112,2
5113,3
5114,2
5115,2
5116,1
5117,0
5118,3
5119,3
5120,3
5121,3
5122,1
5123,2
5124,3
5125,3
5126,3
5127,2
5128,2
5129,0
5130,3
5131,1
5132,0
5133,3
5134,3
5135,0
5136,1
5137,1
5138,2
5139,1
5140,0
5141,0
5142,1
5143,0
5144,0
5145,1
5146,3
5147,2
5148,3
5149,3
5150,1
5151,3
5152,0
5153,0
5154,0
5155,0
5156,2
5157,2
5158,2
5159,3
5160,2
5161,2
5162,1
5163,3
5164,0
5165,0
5166,3
5167,2
5168,2
5169,2
5170,0
5171,0
5172,3
5173,3
5174,3
5175,0
5176,2
5177,0
5178,0
5179,1
5180,3
5181,3
5182,3
5183,0
5184,1
5185,3
5186,2
5187,2
5188,2
5189,2
5190,2
5191,1
5192,3
5193,1
5194,0
5195,1
5196,3
5197,2
5198,3
5199,0
5200,3
5201,2
5202,2
5203,1
5204,3
5205,1
5206,1
5207,1
5208,1
5209,3
5210,3
5211,1
5212,2
5213,0
5214,0
5215,3
5216,1
5217,2
5218,2
5219,0
5220,0
5221,0
5222,0
5223,0
5224,3
5225,0
5226,1
5227,3
5228,0
5229,1
5230,0
5231,1
5232,0
5233,3
5234,3
5235,1
5236,2
5237,2
5238,2
5239,3
5240,0
5241,3
5242,2
5243,0
5244,3
5245,1
5246,1
5247,2
5248,3
5249,3
5250,2
5251,3
5252,2
5253,1
5254,2
5255,2
5256,1
5257,1
5258,3
5259,1
5260,1
5261,3
5262,1
5263,1
5264,3
5265,1
5266,0
5267,3
5268,3
5269,2
5270,1
5271,2
5272,0
5273,3
5274,0
5275,1
5276,1
5277,1
5278,3
5279,1
5280,0
5281,0
5282,2
5283,0
5284,3
5285,3
5286,2
5287,1
5288,2
5289,1
5290,1
5291,0
5292,1
5293,3
5294,1
5295,0
5296,1
5297,3
5298,0
5299,1
5300,0
5301,2
5302,3
5303,3
5304,2
5305,1
5306,1
5307,3
5308,0
5309,2
5310,0
5311,1
5312,3
5313,2
5314,3
5315,1
5316,1
5317,0
5318,0
5319,2
5320,0
5321,2
5322,0
5323,1
5324,2
5325,2
5326,2
5327,0
5328,0
5329,0
5330,0
5331,3
5332,2
5333,0
5334,1
5335,2
5336,0
5337,0
5338,0
5339,0
5340,0
5341,1
5342,0
5343,0
5344,0
5345,0
5346,1
5347,3
5348,2
5349,2
5350,0
5351,0
5352,3
5353,2
5354,3
5355,0
5356,3
5357,2
5358,0
5359,2
5360,1
5361,2
5362,3
5363,0
5364,2
5365,3
5366,2
5367,1
5368,1
5369,0
5370,2
5371,0
5372,3
5373,2
5374,2
5375,1
5376,2
5377,2
5378,2
5379,3
5380,1
5381,2
5382,3
5383,1
5384,0
5385,0
5386,3
5387,2
5388,0
5389,0
5390,3
5391,3
5392,1
5393,0
5394,2
5395,3
5396,2
5397,2
5398,2
5399,3
5400,3
5401,3
5402,1
5403,2
5404,3
5405,1
5406,3
5407,2
5408,2
5409,0
5410,3
5411,1
5412,3
5413,3
5414,3
5415,0
5416,1
5417,0
5418,3
5419,3
5420,1
5421,0
5422,2
5423,3
5424,3
5425,0
5426,3
5427,2
5428,0
5429,0
5430,2
5431,3
5432,0
5433,2
5434,2
5435,3
5436,2
5437,3
5438,3
5439,0
5440,3
5441,0
5442,0
5443,2
5444,3
5445,3
5446,2
5447,1
5448,0
5449,1
5450,1
5451,1
5452,3
5453,1
5454,1
5455,2
5456,1
5457,0
5458,2
5459,2
5460,0
5461,2
5462,2
5463,0
5464,0
5465,0
5466,3
5467,2
5468,3
5469,3
5470,1
5471,2
5472,1
5473,2
5474,2
5475,1
5476,2
5477,0
5478,0
5479,0
5480,2
5481,3
5482,3
5483,3
5484,2
5485,0
5486,2
5487,2
5488,0
5489,3
5490,0
5491,0
5492,1
5493,3
5494,3
5495,1
5496,0
5497,2
5498,0
5499,3
5500,1
5501,0
5502,3
5503,3
5504,1
5505,2
5506,0
5507,0
5508,2
5509,1
5510,0
5511,3
5512,1
5513,3
5514,3
5515,3
5516,3
5517,0
5518,2
5519,3
5520,2
5521,2
5522,3
5523,2
5524,2
5525,2
5526,0
5527,0
5528,2
5529,0
5530,2
5531,0
5532,2
5533,0
5534,1
5535,0
5536,3
5537,0
5538,3
5539,3
5540,0
5541,1
5542,3
5543,0
5544,1
5545,0
5546,3
5547,2
5548,1
5549,1
5550,3
5551,3
5552,1
5553,3
5554,1
5555,2
5556,3
5557,3
5558,0
5559,3
5560,1
5561,1
5562,1
5563,2
5564,3
5565,0
5566,3
5567,2
5568,0
5569,3
5570,2
5571,3
5572,0
5573,3
5574,3
5575,2
5576,2
5577,3
5578,0
5579,2
5580,3
5581,2
5582,3
5583,3
5584,0
5585,0
5586,1
5587,0
5588,1
5589,3
5590,1
5591,1
5592,1
5593,2
5594,1
5595,3
5596,1
5597,3
5598,2
5599,3
5600,0
5601,2
5602,0
5603,0
5604,1
5605,3
5606,1
5607,2
5608,2
5609,1
5610,2
5611,0
5612,3
5613,0
5614,3
5615,1
5616,0
5617,0
5618,1
5619,3
5620,2
5621,3
5622,3
5623,3
5624,0
5625,0
5626,2
5627,2
5628,1
5629,3
5630,1
5631,2
5632,3
5633,0
5634,2
5635,3
5636,3
5637,2
5638,2
5639,1
5640,0
5641,3
5642,2
5643,3
5644,0
5645,2
5646,2
5647,2
5648,0
5649,1
5650,0
5651,1
5652,0
5653,0
5654,1
5655,3
5656,3
5657,1
5658,3
5659,2
5660,1
5661,3
5662,3
5663,2
5664,0
5665,1
5666,0
5667,3
5668,2
5669,3
5670,0
5671,3
5672,0
5673,1
5674,2
5675,0
5676,0
5677,3
5678,0
5679,2
5680,0
5681,3
5682,3
5683,0
5684,3
5685,3
5686,2
5687,0
5688,1
5689,3
5690,2
5691,0
5692,0
5693,0
5694,0
5695,2
5696,0
5697,0
5698,1
5699,0
5700,1
5701,3
5702,1
5703,3
5704,3
5705,2
5706,3
5707,0
5708,3
5709,2
5710,3
5711,0
5712,2
5713,0
5714,0
5715,3
5716,0
5717,1
5718,0
5719,0
5720,0
5721,3
5722,0
5723,2
5724,3
5725,3
5726,0
5727,1
5728,0
5729,0
5730,0
5731,2
5732,2
5733,3
5734,3
5735,0
5736,2
5737,0
5738,0
5739,0
5740,0
5741,0
5742,2
5743,0
5744,1
5745,0
5746,0
5747,3
5748,1
5749,0
5750,0
5751,1
5752,2
5753,0
5754,0
5755,2
5756,0
5757,2
5758,2
5759,3
5760,3
5761,1
5762,1
5763,0
5764,2
5765,2
5766,0
5767,3
5768,0
5769,3
5770,2
5771,2
5772,3
5773,0
5774,3
5775,1
5776,0
5777,2
5778,1
5779,3
5780,1
5781,2
5782,2
5783,3
5784,3
5785,3
5786,3
5787,2
5788,1
5789,0
5790,3
5791,0
5792,1
5793,2
5794,3
5795,2
5796,2
